poll_reading_id,election_cycle_id,corpus,scope,measurement_class,denominator_semantics,same_sample_dependence_group
mainstreet_2014_oct05_report__r1,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2014_10_05_n2379
mainstreet_2014_oct05_report__r2,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2014_10_05_n2379
mainstreet_2014_oct17_report__r1,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2014_10_16_n2265
mainstreet_2014_oct17_report__r2,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2014_10_16_n2265
mainstreet_2014_oct23_report__r1,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2014_10_23_n3569
mainstreet_2014_oct23_report__r2,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2014_10_23_n3569
maple_leaf_jul_all,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,maple_leaf_city_2014_07_28_30_n800
maple_leaf_jul_decided,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,maple_leaf_city_2014_07_28_30_n800
nanos_jul_ballot,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,nanos_city_2014_07_02_05_n600
nanos_jul_initially_unsure_leaning,toronto_2014,historical,citywide_mayoral,conditional_lean_followup,other_source_defined,nanos_city_2014_07_02_05_n600
nanos_jul_raw,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,nanos_city_2014_07_02_05_n600
nanos_jul_vote_profile,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,nanos_city_2014_07_02_05_n600
nanos_2014_aug31_report__r1,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,nanos_city_2014_08_31_n1000
nanos_2014_aug31_report__r2,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,nanos_city_2014_08_31_n1000
nanos_sep_all,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,all_respondents,nanos_city_2014_09_16_20_n1000
nanos_sep_decided,toronto_2014,historical,citywide_mayoral,campaign_vote_intention,decided_only,nanos_city_2014_09_16_20_n1000
dart_2018_head_to_head,toronto_2018,historical,citywide_mayoral,alternative_ballot,not_reported,dart_city_2018_10_12_15_n669
forum_2018_jul27_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_07_27_n1328
forum_2018_aug27_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_08_27_n1242
forum_2018_sep06_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_09_06_n811
forum_2018_sep24_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_09_20_24_n944
forum_2018_oct05_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_10_03_05_n987
forum_2018_oct10_decided_leaning,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2018_10_09_10_n1206
mainstreet_2018_sep06_report__r1,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2018_09_05_n1178
mainstreet_2018_sep06_report__r2,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2018_09_05_n1178
mainstreet_2018_sep16_report__r1,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2018_09_16_n802
mainstreet_2018_sep16_report__r2,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2018_09_16_n802
mainstreet_2018_sep25_report__r1,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2018_09_25_n966
mainstreet_2018_sep25_report__r2,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2018_09_25_n966
probit_2018_all,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,not_reported,probit_city_2018_08_20_09_05_n1635
probit_2018_undecideds_removed,toronto_2018,historical,citywide_mayoral,campaign_vote_intention,other_source_defined,probit_city_2018_08_20_09_05_n1635
forum_2022_oct08_decided_leaning,toronto_2022,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2022_10_07_08_n1017
forum_2023_feb13_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_02_13_n1042
forum_2023_mar23_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_03_22_23_n1009
forum_2023_mar23_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_03_22_23_n1009
forum_2023_apr26_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_04_25_26_n1022
forum_2023_apr26_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_04_25_26_n1022
forum_2023_apr26_tory_decided_leaning,toronto_2023,historical,citywide_mayoral,alternative_ballot,decided_plus_leaners,forum_city_2023_04_25_26_n1022
forum_2023_may07_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_05_06_07_n2000
forum_2023_may07_tory_decided_leaning,toronto_2023,historical,citywide_mayoral,alternative_ballot,decided_plus_leaners,forum_city_2023_05_06_07_n2000
forum_2023_may13_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_05_13_n1029
forum_2023_may13_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_05_13_n1029
forum_2023_may19_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_05_19_n1000
forum_2023_may19_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_05_19_n1000
forum_2023_may26_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_05_26_n1007
forum_2023_may26_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_05_26_n1007
forum_2023_jun02_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_06_02_n1032
forum_2023_jun02_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_06_02_n1032
forum_2023_jun09_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_06_09_n1047
forum_2023_jun09_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_06_09_n1047
forum_2023_jun23_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,forum_city_2023_06_23_n1037
forum_2023_jun23_decided_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,forum_city_2023_06_23_n1037
ipsos_2023_conditional_lean,toronto_2023,historical,citywide_mayoral,conditional_lean_followup,other_source_defined,ipsos_city_2023_06_09_13_n1001
ipsos_2023_raw,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,ipsos_city_2023_06_09_13_n1001
ipsos_2023_total,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,ipsos_city_2023_06_09_13_n1001
ipsos_2023_total_repercentaged,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,ipsos_city_2023_06_09_13_n1001
liaison_2023_04_21_22_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_04_21_22_n1264
liaison_2023_04_21_22_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_04_21_22_n1264
liaison_2023_04_28_29_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_04_28_29_n1253
liaison_2023_04_28_29_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_04_28_29_n1253
liaison_2023_05_05_06_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_05_05_06_n1257
liaison_2023_05_05_06_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_05_05_06_n1257
liaison_2023_05_12_13_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_05_12_13_n1318
liaison_2023_05_12_13_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_05_12_13_n1318
liaison_2023_05_17_18_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_05_17_18_n1311
liaison_2023_05_17_18_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_05_17_18_n1311
liaison_2023_05_26_27_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_05_26_27_n1305
liaison_2023_05_26_27_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_05_26_27_n1305
liaison_2023_06_03_04_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_06_03_04_n1287
liaison_2023_06_03_04_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_06_03_04_n1287
liaison_2023_06_10_11_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_06_10_11_n1197
liaison_2023_06_10_11_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_06_10_11_n1197
liaison_2023_06_12_13_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_06_12_13_n1156
liaison_2023_06_12_13_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_06_12_13_n1156
liaison_2023_06_17_18_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_06_17_18_n1152
liaison_2023_06_17_18_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_06_17_18_n1152
liaison_2023_06_22_23_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,liaison_city_2023_06_22_23_n1086
liaison_2023_06_22_23_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,liaison_city_2023_06_22_23_n1086
mainstreet_2023_feb14_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_02_13_14_n1947
mainstreet_2023_feb19_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_02_19_n1701
mainstreet_2023_mar19_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_03_17_19_n985
mainstreet_2023_mar19_named_field_all,toronto_2023,historical,citywide_mayoral,alternative_ballot,all_respondents,mainstreet_city_2023_03_17_19_n985
mainstreet_2023_cp24_a__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_04_03_n1306
mainstreet_2023_apr13_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_04_12_13_n785
mainstreet_2023_apr13_no_chow,toronto_2023,historical,citywide_mayoral,routed_subgroup,other_source_defined,mainstreet_city_2023_04_12_13_n785
mainstreet_2023_apr20_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_04_17_19_n1082
mainstreet_2023_apr20_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_04_17_19_n1082
mainstreet_2023_apr20_decided_undecided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_04_17_19_n1082
mainstreet_2023_apr26_all,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_04_25_26_n996
mainstreet_2023_apr26_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_04_25_26_n996
mainstreet_2023_apr26_decided_undecided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_04_25_26_n996
mainstreet_2023_may03_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_05_03_n1056
mainstreet_2023-05-11_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_11_n1205
mainstreet_2023-05-11_report__r2,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_05_11_n1205
mainstreet_2023-05-11_report__r3,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_11_n1205
mainstreet_2023_may19_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_17_n1125
mainstreet_2023-05-25_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_25_n838
mainstreet_2023-05-25_report__r2,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_05_25_n838
mainstreet_2023-05-25_report__r3,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_25_n838
mainstreet_2023-05-31_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_31_n1100
mainstreet_2023-05-31_report__r2,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_05_31_n1100
mainstreet_2023-05-31_report__r3,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_05_31_n1100
mainstreet_2023-06-08_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_06_08_n706
mainstreet_2023-06-08_report__r2,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_06_08_n706
mainstreet_2023-06-08_report__r3,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_06_08_n706
mainstreet_2023_cp24_c__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_06_15_n899
mainstreet_2023_jun20_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_06_19_n552
mainstreet_2023_cp24_b__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_06_22_n1481
mainstreet_2023-06-25_report__r1,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_06_25_n1030
mainstreet_2023-06-25_report__r2,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,mainstreet_city_2023_06_25_n1030
mainstreet_2023-06-25_report__r3,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,mainstreet_city_2023_06_25_n1030
viewpoints_may2_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,viewpoints_city_2023_04_29_05_02_n400
viewpoints_may2_raw,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,viewpoints_city_2023_04_29_05_02_n400
viewpoints_2023_06_02_decided,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_only,viewpoints_city_2023_06_01_02_n1004
viewpoints_2023_06_02_raw,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,viewpoints_city_2023_06_01_02_n1004
viewpoints_jun19_leaning,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,decided_plus_leaners,viewpoints_city_2023_06_15_19_n1007
viewpoints_jun19_raw,toronto_2023,historical,citywide_mayoral,campaign_vote_intention,all_respondents,viewpoints_city_2023_06_15_19_n1007
